1.681091123295119782e-02,3.217182473152385615e-03,1.862340840092437458e-02,2.632652136481036798e-02,4.531242919932937954e-05,4.984367211926231953e-04,4.535774162852870134e-02,1.400607186551270922e-01,7.490597670941138153e-01
6.146659290675518387e-05,5.581781301862437372e-01,1.973077632306841078e-02,3.632675640789231192e-02,1.905464380109410470e-03,3.079476304628434372e-02,6.146659290675518387e-05,3.528797098776814689e-01,6.146659290675518387e-05
1.027970782112952036e-01,1.609359225607221236e-02,4.810855751529188318e-01,1.307084743749628852e-01,5.938594928439931220e-05,1.668745174891620581e-02,1.965674921313617304e-02,2.328523071441296888e-01,5.938594928439931220e-05
1.533898697808054427e-02,1.348533296260253332e-02,4.175355669864220381e-02,3.619259465220817096e-02,4.634135038695028465e-05,4.634135038695028465e-05,5.783863941795264196e-01,3.017285323694333110e-01,1.302191945873303058e-02
6.163562235190662986e-02,7.994244144216166204e-05,8.793668558637782011e-04,2.246382604524742657e-02,1.606843072987449231e-02,8.226876648812855297e-01,7.994244144216166204e-05,7.602526181149572848e-02,7.994244144216166204e-05
4.711040626894910655e-03,1.450627361350809337e-02,1.124119595130369971e-02,2.103642893791687896e-02,4.664396660291991156e-05,4.664396660291991156e-05,1.217407528336209716e-02,2.901721162367647544e-01,6.460655814170436217e-01
3.653832667087453245e-02,7.013114524160179596e-05,6.809734202959533134e-02,7.784557121817798145e-03,6.248685041026719178e-02,7.013114524160179596e-05,5.779507679360403882e-01,2.076583210603829277e-01,3.934357248053860223e-02
2.457621349309006831e-02,6.807815372047110669e-05,3.274559193954659775e-02,2.791204302539314602e-03,6.807815372047110669e-05,6.807815372047110669e-05,5.290353325617809244e-01,2.533188099938729620e-01,1.573286132480087030e-01
2.774972430204887264e-01,5.804167392187590749e-05,1.312322247373614026e-01,4.765221428986011337e-02,1.456846015439085262e-02,3.982239247779905678e-01,5.804167392187590749e-05,1.306518079981426605e-01,5.804167392187590749e-05
4.683195592286500814e-02,2.127618681529886702e-01,1.153821513229546930e-01,2.120571465180344506e-02,6.406560317765391907e-05,6.406560317765391907e-05,5.067589211352423878e-02,5.350118521365878621e-01,1.800243449292075054e-02
2.236753334371270260e-02,5.330323317245315717e-01,2.651927967201204300e-02,5.194872593284550338e-02,5.189682910374176990e-05,7.317452903627588885e-03,1.017696818724375951e-01,2.486377082360268220e-01,8.355389485702425720e-03
2.341802264725473259e-01,9.515653249595583949e-05,4.597012084879626981e-01,2.959368160624226834e-02,1.352174326767532353e-01,4.196403083071652967e-02,9.515653249595583949e-05,9.715481967837090449e-02,1.998287182415072697e-03
2.565499210196633614e-02,1.422190751130235908e-01,6.046080941227735192e-03,8.224848847976468438e-03,5.446919766871833793e-05,5.446919766871833793e-05,5.545509014652214574e-01,2.576937741707064911e-01,5.501388964540551881e-03
1.012387314352422296e-01,2.016992022828977341e-02,8.437641870419611279e-02,7.464816135936182262e-02,5.000972825734483207e-01,1.129126402490433778e-01,6.485504896556196696e-05,1.064271353524871844e-01,6.485504896556196696e-05
2.364454603900278604e-02,1.993713836702621645e-01,6.500464318879919066e-03,4.507464818915636606e-02,7.143367383384526730e-05,7.143367383384526730e-05,3.529537824130294932e-01,3.722408743481677162e-01,7.143367383384526730e-05
8.313242996092775846e-05,7.624075151716683818e-01,2.577105328788760214e-03,1.670961842214647997e-02,8.313242996092775846e-05,2.252888851941142051e-02,1.089034832488153595e-02,1.846371269432205420e-01,8.313242996092775846e-05
6.245217493672375331e-02,2.360350815233386301e-02,1.160162458061098217e-01,5.886161633998469606e-05,5.886161633998469606e-05,6.474777797398316567e-04,5.174524692448054797e-01,2.796515392312672876e-01,5.886161633998469606e-05
3.736445887146903205e-02,2.838593825540438112e-02,3.522342703225361110e-03,2.907659368740935640e-02,1.664479591131984640e-02,8.523378686373368485e-01,6.906554320049728172e-05,3.252987084743422241e-02,6.906554320049728172e-05
8.535047149978976233e-02,1.807916391374857212e-02,4.853744969667847520e-01,1.207880353174364679e-01,1.490179590365787732e-01,4.030272088413718035e-02,1.027088714036879062e-02,9.075620157366807994e-02,6.006366748753679110e-05
5.963384817222255673e-05,4.586439262925636751e-01,4.597769694078358144e-02,1.169419762657284145e-01,5.963384817222255673e-05,4.234003220227800478e-03,1.019738803745005688e-02,3.638261076987298059e-01,5.963384817222255673e-05
3.092783505154639290e-02,7.121953536985130562e-01,2.380160577699653654e-02,1.334980284099007361e-02,4.750819516366574564e-05,2.897999904983609813e-03,2.807734334172645382e-02,1.805786498170934840e-01,8.123901372986842145e-03
