5.364015455832281676e-01,3.825701059719194361e-05,2.307280309116646055e-01,3.446956654806993675e-02,4.097325834959256868e-02,3.825701059719194361e-05,3.140900570029458300e-02,1.159569991200887773e-01,9.985079765867096308e-03
2.271808553642169770e-02,8.084727948904519570e-05,8.011965397364377572e-02,1.382488479262672897e-02,8.084727948904519570e-05,8.893200743794971120e-04,5.069932896758023722e-01,3.048750909531894315e-01,7.041798043495835213e-02
6.234802668495544032e-05,6.234802668495544032e-05,5.243469044204751572e-02,8.149510567990524423e-01,5.673670428330944079e-03,5.617557204314484187e-02,2.126067709956980592e-02,4.931728910779974856e-02,6.234802668495544032e-05
2.969998492386552447e-02,1.568420523644404596e-01,1.412131262877531698e-02,2.919744710789487149e-02,5.025378159706518757e-05,5.025378159706518757e-05,6.035479169807528299e-02,6.950600532690085487e-01,1.462385044474596822e-02
6.177033788374822903e-05,2.044598183952066328e-02,1.735746494533325218e-02,1.612205818765828635e-02,6.177033788374822903e-05,6.177033788374822903e-05,9.395268392118104328e-02,1.612823522144666288e-01,6.906541478781887955e-01
5.817674093897259787e-05,5.341206585607074508e-01,1.553900750479958182e-01,8.383268369305950374e-02,9.948222700564314513e-03,1.343882715690267009e-02,5.817674093897259787e-05,2.030950026179533519e-01,5.817674093897259787e-05
2.617925462394549846e-02,6.234306309160758675e-01,3.410036041031327958e-02,7.449799992078894040e-02,9.148877183254782580e-03,3.647669214622360767e-02,3.885302388213394270e-02,1.572735553883322090e-01,3.960552893183888419e-05
2.754169595501310477e-02,5.438047159562911514e-02,2.945875135791424862e-02,1.220525273180395054e-02,7.029203143970861635e-04,6.390184676337146694e-05,5.885360086906511745e-02,1.201993737619017205e-01,6.965940315675123173e-01
2.699221265882078072e-02,5.855143743778911200e-05,2.816324140757656136e-02,8.139235318227063809e-01,5.855143743778911200e-05,2.406464078693132391e-02,1.293986767375139395e-02,9.374085133790036051e-02,5.855143743778911200e-05
2.033455070111366697e-02,4.508769556787952938e-05,2.213805852382884701e-02,4.982641237206365536e-01,4.508769556787952938e-05,3.188150953604761417e-01,9.964380720501375688e-03,1.285450200640245455e-01,1.848595518283060318e-03
1.314139266045040791e-02,3.004525873820819426e-02,5.998146027591472283e-04,2.622825672064998254e-02,5.452860025083156682e-05,6.052674627842303395e-03,2.148972135885272028e-01,6.909318937782866765e-01,1.804896668302525056e-02
1.975382511325754209e-01,7.017693819984613390e-02,5.735532951534318136e-02,2.316437302333532872e-02,4.078126335584237872e-01,1.522352337806650024e-01,8.547739123001966196e-05,9.154628600735104094e-02,8.547739123001966196e-05
2.647039834721414721e-03,6.573051843243592485e-01,2.588934082251920579e-02,1.749628768803667203e-02,6.456194718832719592e-05,6.456194718832719592e-05,9.819872167344566305e-02,1.937504035121699331e-01,4.583898250371231005e-03
5.004041443162612207e-02,1.573223602028069601e-01,5.951943566757292477e-03,5.738849290910426337e-02,4.195752810640017427e-02,4.482327871261664737e-03,1.602615915937982138e-01,5.129693585127489408e-01,9.625982805496362260e-03
1.556505730744106031e-01,1.900944236593621883e-01,8.201199596175544337e-02,1.859374072094542585e-01,2.197873983015618538e-01,1.193657580616426170e-02,9.561137834788289644e-03,1.443672427103747102e-01,6.532454421283924884e-04
9.155498143064749739e-02,1.512998546746326667e-01,4.397976209699122618e-01,1.249259917110716323e-01,5.382421012971634616e-05,5.382421012971634616e-05,4.688088702298293109e-02,1.399967705473922353e-01,5.436245223101350901e-03
5.250021516481624510e-03,8.606592649969876246e-05,4.389362251484636886e-03,1.041397710646354939e-02,8.606592649969876246e-05,9.467251914966864955e-04,8.607453309234873728e-01,1.179963852310869921e-01,8.606592649969876246e-05
1.050086072628903938e-01,2.869907369456513035e-01,6.648085908681038159e-02,4.271661611607508457e-01,8.197393228953193348e-05,8.197393228953193348e-05,8.197393228953193348e-05,1.140257398147389023e-01,8.197393228953193348e-05
4.492761661767152859e-03,1.886405236008652786e-01,1.170336679793665749e-02,1.558600033279716052e-02,5.546619335515003395e-05,5.546619335515003395e-05,9.490265683066170799e-02,5.647013145487824737e-01,1.198624438404792131e-01
4.527922186818715208e-03,7.322935882385824165e-03,5.148415227234613700e-02,2.968304544692269148e-02,5.590027391134217235e-05,5.590027391134217235e-05,7.943428922801722136e-02,1.599306836603499593e-01,6.675051707753367758e-01
1.823223875341138944e-01,8.803591865481116396e-05,3.390263227396777546e-01,3.266132582093494302e-02,8.891627784135927234e-03,1.893652610264987823e-01,8.803591865481116396e-05,2.386653754731930532e-01,8.891627784135927234e-03
2.596043649409537565e-02,4.982809307887788226e-05,1.046389954656435500e-03,5.386416861826698321e-02,9.018884847276897529e-03,8.182271164482536330e-01,2.042951816233993037e-03,8.974039563505906147e-02,4.982809307887788226e-05
1.412131262877531872e-02,1.060354791698075484e-02,2.115684205236444473e-02,7.241569928137094048e-02,5.025378159706519435e-05,7.769737172722248619e-01,2.060405045479672508e-03,1.025679682396100495e-01,5.025378159706519435e-05
8.612121522618987335e-02,1.747015728264767961e-02,1.747015728264767961e-02,5.123213279368820934e-05,5.123213279368820934e-05,5.123213279368820934e-05,2.310569188995337947e-02,1.855115528459450047e-01,6.701675290742353797e-01
1.087175068217722113e-01,6.749964095935659381e-03,4.390348987505385270e-01,3.212216956292784920e-02,1.871798554263009312e-02,6.271243238067882378e-03,1.823926468476231438e-02,3.677054909282397310e-01,2.441476375125663754e-03
1.941766673224473716e-01,2.957570988261525383e-02,5.646271886681093061e-02,1.252541150239359913e-02,5.515115745294772720e-02,5.522329333071021029e-01,6.557807069316020287e-05,9.843268411043346044e-02,1.377139484556364315e-03
3.243726776457635519e-01,4.587366392953805565e-05,4.551126198449469973e-01,2.206523235010780445e-02,1.064727739804578188e-01,1.518418276067709516e-02,5.091976696178723838e-03,7.160878939400888710e-02,4.587366392953805565e-05
3.794925217650122092e-03,1.332688444080660506e-01,2.909442666865093979e-02,1.176426817471537961e-01,7.441029838529652010e-05,4.539028201503087293e-03,1.793288191085646091e-02,6.697670957660539770e-01,2.388570578168018252e-02
7.245661649806726945e-02,1.069989308331277117e-01,8.232584916522739382e-02,9.383995394358086994e-02,1.793733037256353136e-01,3.800477012912246155e-01,8.224360555966773653e-05,8.479315733201742145e-02,8.224360555966773653e-05
1.177104861173510451e-02,8.985533291400843968e-05,1.806092191571569833e-02,2.346122742384760540e-01,7.107556833498067383e-02,5.634827927037469042e-01,8.985533291400843968e-05,1.007278281966034611e-01,8.985533291400843968e-05
2.480788075713033849e-02,1.253803703130641212e-01,1.191397183970292761e-02,5.157563566970963930e-05,5.157563566970963930e-05,5.157563566970963930e-05,6.725978647686833289e-01,1.573572644282841271e-01,7.787920986126154951e-03
6.715916722632639651e-04,9.774711520849867219e-02,1.227181146590145856e-02,3.364063740155076587e-02,6.105378838756944768e-05,6.105378838756944768e-05,5.159655656633493903e-01,3.395201172232736875e-01,6.105378838756944768e-05
7.606830623416944992e-02,1.887409102050821227e-02,3.930059645395865553e-02,8.170602173380177682e-05,8.170602173380177682e-05,8.170602173380177682e-05,7.034888471280333067e-02,1.062995342756761080e-01,6.888634692376828239e-01
2.299697192896308848e-02,2.954415254930845350e-02,1.317620099844504442e-02,7.210082658155331226e-02,1.718634912840658014e-03,1.031999345281937874e-01,3.445453801456747206e-02,7.227269007283737556e-01,8.183975775431704379e-05
